Id,Year,Paper,Subject,Topics,Tags,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer,Explanation
CAPF-2022-GAI-057,2022,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,easy,Which one of the following statements about coins struck during 200 BCE to 300 CE in the Indian subcontinent is not correct?,The Indo-Greeks introduced bilingual and biscript legends on their coins.,The Kushanas minted large quantities of gold coins as well as copper coins of low denomination.,"The Satavahanas issued coins of silver, copper, lead and potin.",Absence of Negama coins suggests the declining power and authority of merchant guilds.,D,"**Correct Answer: Option (D) - Absence of Negama coins suggests the declining power and authority of merchant guilds.**

**Context & Concept (Ancient History - Ancient Indian History):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-058,2022,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,hard,Match List-I with List-lI and select the correct answer using the code given below the Lists: List-I List-II (Vedic name of river) (Modern name) A. Drishadvati 1. Chenab B. Askini 2. Chautang C. Vitasta 3. Ravi D. Purushni 4. Jhelum,"(A - 2), (B - 4), (C - 1), (D - 3)","(A - 2), (B - 1), (C - 4), (D - 3)","(A - 3), (B - 1), (C - 4), (D - 2)","(A - 3), (B - 4), (C - 1), (D - 2)",B,"**Correct Answer: Option (B) - (A - 2), (B - 1), (C - 4), (D - 3)**

**Context & Concept (Ancient History - Ancient Indian History):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-059,2022,GAI,Current Affairs,Current Events of National & International Importance,Current Affairs | International Relations | Government Schemes | Awards,easy,When was the Kothari Commission appointed by the Government of India to look into the education sector of India?,1967,1966,1965,1964,D,"**Correct Answer: Option (D) - 1964**

**Context & Concept (Current Affairs - Current Events of National & International Importance):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-060,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,Which one of the following is not correct?,The Gulf Stream is a warm ocean current.,The North Atlantic Drift is a warm ocean current.,The Labrador Current is a cold Ocean current.,The California Current is a warm ocean current.,D,"**Correct Answer: Option (D) - The California Current is a warm ocean current.**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-061,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,hard,Which of the following statements about maps are correct? 1. Maps that maintain the true shapes of areas are known as conformal maps. 2. Maps are used to show spatial relationships. 3. Maps cannot show route from one place to another. Select the correct answer using the code given below.,2 and 3 only,1 and 3 only,1 and 2 only,"1, 2 and 3",C,"**Correct Answer: Option (C) - 1 and 2 only**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-062,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,Which one of the following statements about 'great circle' is not correct?,Every great circle divides the Earth into equal halves.,Every great circle is a circumference of the Earth.,Great circles mark the longest travel routes between locations on the Earth's surface.,Great circle is the largest circle that can be drawn around the Earth through two particular points.,C,"**Correct Answer: Option (C) - Great circles mark the longest travel routes between locations on the Earth's surface.**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-063,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following statements is correct with reference to normal lapse rate?,Temperature is highest at ground level and decreases with increasing altitude.,Temperature is lowest at ground level and increases with increasing altitude.,Temperature remains stable with increasing altitude.,Temperature first increases with increasing altitude and gradually starts decreasing.,A,"**Correct Answer: Option (A) - Temperature is highest at ground level and decreases with increasing altitude.**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-064,2022,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Which one of the following is a tributary of the Brahmaputra River?,Ghaggar,Mahi,Kosi,Manas,D,"**Correct Answer: Option (D) - Manas**

**Context & Concept (Geography - Physical and Indian Geography):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-065,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,The landmark case of D. C. Wadhwa vs. State of Bihar in the Supreme Court is related to which one of the following powers of the Governor?,To repromulgate ordinances,To appoint a Chief Minister,"To grant pardon, etc.",To revise the emoluments and allowances of the MLAs,A,"**Correct Answer: Option (A) - To repromulgate ordinances**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-066,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,easy,'Operation Flood' is also popularly known as,the Green Revolution,the White Revolution,the Blue Revolution,the Yellow Revolution,B,"**Correct Answer: Option (B) - the White Revolution**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-067,2022,GAI,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,The 'Stand-Up India Scheme' is related to one of the following issues?,Social security during old age,"Providing technical knowhow to young, educated or skilled workers from rural areas","Promoting entrepreneurship amongst women, SC and ST communities",Insurance cover to people in the age group of 18-50 years,C,"**Correct Answer: Option (C) - Promoting entrepreneurship amongst women, SC and ST communities**

**Context & Concept (Economy - Indian Economy & Financial System):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-068,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following is not a feature of Indian federalism?,Courts can interpret the Constitution and powers of different levels of the Government.,Sources of revenue for the Union Government and the State Governments are specified.,Powers of the Union and the States are specified in the Constitution.,Indian federalism is based on the principle of Separation of Powers.,D,"**Correct Answer: Option (D) - Indian federalism is based on the principle of Separation of Powers.**

**Context & Concept (Modern History - Indian National Movement):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-069,2022,GAI,Medieval History,Medieval Indian History,Medieval History | Delhi Sultanate | Mughal Empire | Administration,medium,Consider the following statements : 1. The early Malwa school of paintings was influenced by the Shirazi school while the early Mughal paintings initially followed the Bihzad school. 2. The major exponents of the Bihzad school in India were Sayyid Ali and Abdus Samad. Which of the statements given above is/are correct?,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"**Correct Answer: Option (C) - Both 1 and 2**

**Context & Concept (Medieval History - Medieval Indian History):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-070,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,hard,Which of the following statements about 'Ek Bharat Shreshtha Bharat' programme is/are correct? 1. It was announced in the year 2014. 2. Its aim is to create an environment which promotes learning between the States by sharing best practices and experiences. Select the correct answer using the code given below.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-071,2022,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,hard,Consider the following statements: 1. Mirage 2000 is a twin-engine fighter jet. 2. HAL Tejas is a delta-winged fighter jet. 3. Rafale is a hypersonic fighter jet. Which of the statements given above is/are correct?,1 and 2,2 only,1 and 3,3 only,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (Defence & Security - Defence, Military & Internal Security):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-072,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Which one of the following aerospace companies designed and manufactured 'Falcon 9', a reusable rocket?",Blue Origin,Boeing,Lockheed Martin,SpaceX,D,"**Correct Answer: Option (D) - SpaceX**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-073,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"'The Kh-47M2 Kinzhal', a nuclear-capable hypersonic missile, belongs to which one of the following countries?",China,France,Russia,USA,C,"**Correct Answer: Option (C) - Russia**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-074,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Mariupol city, frequently mentioned in news in the context of the Russia-Ukraine conflict, is situated on the coast of",Aral Sea,Baltic Sea,Caspian Sea,Sea of Azov,D,"**Correct Answer: Option (D) - Sea of Azov**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-075,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"Recently, with which one of the following countries did India sign the 'Comprehensive Economic Partnership Agreement' ?",Egypt,Israel,South Africa,United Arab Emirates,D,"**Correct Answer: Option (D) - United Arab Emirates**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-076,2022,GAI,Defence & Security,"Defence, Military & Internal Security",Defence | Military Exercises | Armed Forces | Security Architecture,easy,Which one of the following is the oldest Central Paramilitary Force in India?,The Central Reserve Police Force,The Border Security Force,The Assam Rifles,The Commando Battalion for Resolute Action,C,"**Correct Answer: Option (C) - The Assam Rifles**

**Context & Concept (Defence & Security - Defence, Military & Internal Security):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-077,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,medium,Which of the following statements about 'Agency Houses' is/are correct? 1. They were important commercial formations in the late eighteenth and nineteenth century India. 2. The operation of managing agencies remained confined to Calcutta. Select the correct answer using the code given below.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"**Correct Answer: Option (C) - Both 1 and 2**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-078,2022,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,easy,Which one of the following statements about Tolkappiyam is not correct?,It is a treatise on grammar.,It was composed between first to fourth century CE.,It was part of the Sangam corpus.,It was composed by Panini.,D,"**Correct Answer: Option (D) - It was composed by Panini.**

**Context & Concept (Ancient History - Ancient Indian History):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-079,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following statements about 'Princely States' in India is not correct?,The British Government declared that States were free to join either India or Pakistan or remain independent.,The decision to join either India or Pakistan or remain independent was left not to the people of Princely States but to the Princely Rulers.,The Ruler of Travancore first decided to remain independent.,The State of Travancore finally joined India through a plebiscite.,D,"**Correct Answer: Option (D) - The State of Travancore finally joined India through a plebiscite.**

**Context & Concept (Modern History - Indian National Movement):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-080,2022,GAI,Ancient History,Ancient Indian History,Ancient History | Indian History | Archaeological Sources,easy,Which one of the following books was authored by Harshavardhana?,Harshacharita,Kadambari,Ratnavali,Gitagovinda,C,"**Correct Answer: Option (C) - Ratnavali**

**Context & Concept (Ancient History - Ancient Indian History):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-081,2022,GAI,Medieval History,Medieval Indian History,Medieval History | Delhi Sultanate | Mughal Empire | Administration,easy,'The King of Dance' is a description of,Trimurti at Elephanta Caves,Kaliyamardan of Krishna,Bodhisattva Maitreya at Gandhara,Bronze Nataraja of the Cholas,D,"**Correct Answer: Option (D) - Bronze Nataraja of the Cholas**

**Context & Concept (Medieval History - Medieval Indian History):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-082,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Anasagar Lake is located in which one of the following States?,Gujarat,Uttarakhand,Rajasthan,Karnataka,C,"**Correct Answer: Option (C) - Rajasthan**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-083,2022,GAI,Environment & Ecology,"Ecology, Biodiversity & Climate Change",Environment & Ecology | Biodiversity | Conservation | Climate Change,easy,The World Wetland Day is celebrated on which one of the following dates every year?,10th June,13th February,9th March,2nd February,D,"**Correct Answer: Option (D) - 2nd February**

**Context & Concept (Environment & Ecology - Ecology, Biodiversity & Climate Change):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-084,2022,GAI,Geography,Physical and Indian Geography,Geography | Physical Geography | Indian Geography | Geomorphology,easy,Ganga water is being shared at Farakka with which one of the following countries?,Nepal,Bhutan,Bangladesh,Myanmar,C,"**Correct Answer: Option (C) - Bangladesh**

**Context & Concept (Geography - Physical and Indian Geography):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-085,2022,GAI,Economy,Indian Economy & Financial System,Economy | Macroeconomics | Banking & Finance | Public Finance,easy,Which one of the following is a part of Deccan Plateau?,Aravalli Hills,Karbi Anglong Hills,Shivalik Hills,Vindhyan Hills,B,"**Correct Answer: Option (B) - Karbi Anglong Hills**

**Context & Concept (Economy - Indian Economy & Financial System):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-086,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"In which one of the following States, more than 50% area is under Jhum cultivation?",Manipur,Assam,Sikkim,Mizoram,A,"**Correct Answer: Option (A) - Manipur**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-087,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,'Dhivehi' is a principal language of which one of the following Union Territories?,Puducherry,Ladakh,Lakshadweep,Jammu and Kashmir,C,"**Correct Answer: Option (C) - Lakshadweep**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-088,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,Which of the following is/are source/sources of Law in India? 1. Constitution of India 2. Statutes 3. Customary Law 4. Case Law Select the correct answer using the code given below.,1 only,"1, 2 and 4 only",2 and 3 only,"1, 2, 3 and 4",D,"**Correct Answer: Option (D) - 1, 2, 3 and 4**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-089,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,medium,Which among the following is/are the functions/functions of the Cabinet Secretariat? 1. To ensure interministerial coordination 2. Management of major crisis situations in the country Select the correct answer using the code given below.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"**Correct Answer: Option (C) - Both 1 and 2**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-090,2022,GAI,Current Affairs,Current Events of National & International Importance,Current Affairs | International Relations | Government Schemes | Awards,medium,Which of the following statements about the Committee on Public Undertakings is/are correct? 1. There are more members from the Rajya Sabha than the Lok Sabha in the Committee. 2. The Chairperson of the Committee is appointed by the Speaker of the Lok Sabha. Select the correct answer using the code given below.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (Current Affairs - Current Events of National & International Importance):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-091,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one of the following statements is not correct?,A censure motion can be moved against a single Minister of the Council of Ministers.,A motion of no-confidence cannot be moved against the Prime Minister alone.,A censure motion cannot be moved against the entire Council of Ministers.,A censure motion can be moved against a group of Ministers.,C,"**Correct Answer: Option (C) - A censure motion cannot be moved against the entire Council of Ministers.**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-092,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following is not a thrust area of the 'Atal Mission for Rejuvenation and Urban Transformation (AMRUT)'?,Water supply,Storm water drainage to reduce flooding,Motorized urban transport and capacity building,Green spaces and park,C,"**Correct Answer: Option (C) - Motorized urban transport and capacity building**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-093,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"Nowadays, 'nonfungible tokens' are talked about in the context of",digital assets on a blockchain,operations of 'banking correspondents' in rural areas,multifactor authentication security requirement in banking transactions,transactions through 'small finance banks',A,"**Correct Answer: Option (A) - digital assets on a blockchain**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-094,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"The term 'Sagittarius A*', sometimes mentioned in news, refers to",a supermassive black hole in our Milky Way Galaxy,two giant black holes spiralling around each other several-light years away from the Earth,a Supernova explosion seen in real time for the first time ever by scientists,a huge asteroid that passed by very close to the Earth,A,"**Correct Answer: Option (A) - a supermassive black hole in our Milky Way Galaxy**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-095,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,hard,Consider the following statements with reference to the latest guidelines issued by the Indian Computer Emergency Response Team (CERT-In): 1. Data centres and service providers shall compulsorily report cyber security breaches within 24 hours. 2. Virtual Private Network providers shall retain user data for at least five years and share records with authorities when required. Which of the statements given above is/are correct?,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-096,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,"The principle of 'common but differentiated responsibilities and respective capabilities', often talked about in media, refers to",WHO's COVID-19 Global Vaccination Drive,contributions to the International Monetary Fund,reduction of greenhouse gas emissions,contributions to the United Nations Peacekeeping Operations,C,"**Correct Answer: Option (C) - reduction of greenhouse gas emissions**

**Context & Concept (Modern History - Indian National Movement):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-097,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"With reference to Indian economy, the term 'bad bank', frequently mentioned in news, refers to",an asset reconstruction company,an asset management company,a bank with huge 'nonperforming assets',a bank that has become insolvent,A,"**Correct Answer: Option (A) - an asset reconstruction company**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-098,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which one of the following was not a feature of the art of painting in India in the 19th century?,Art was being produced for the open market.,The artist (Shilpi) became distinct from the artisan (Karigar).,The technique of oil painting was developed.,The distinction between elite and popular art widened.,A,"**Correct Answer: Option (A) - Art was being produced for the open market.**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-099,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,easy,"As part of the Look/Act East Policy, which one of the following capitals of North-East Indian States is proposed to be connected with Bangladesh via rail route?",Agartala,Kohima,Imphal,Itanaga,A,"**Correct Answer: Option (A) - Agartala**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-100,2022,GAI,Polity,Indian Constitution & Governance,Polity | Constitution of India | Governance | Constitutional Bodies,easy,Which one of the following is correct in respect of the appointment of District Judges?,They are appointed by the Chief Justice of the concerned High Court.,They are appointed by the President of India on the advice of the Chief Justice of the concerned High Court.,They are appointed by the Governor in consultation with the High Court of the concerned State.,They are appointed by the Supreme Court on the advice of the concerned High Court.,C,"**Correct Answer: Option (C) - They are appointed by the Governor in consultation with the High Court of the concerned State.**

**Context & Concept (Polity - Indian Constitution & Governance):**
Option (C) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-101,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,hard,Consider the following historical events in India carefully: 1. The Indian press failed to protest against the Vernacular Press Act of 1878. 2. The Vernacular Press Act of 1878 was introduced by Viceroy Lytton against the counsel of his own Law Member. Which of the above is/are correct?,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"**Correct Answer: Option (B) - 2 only**

**Context & Concept (Modern History - Indian National Movement):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-102,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,Which of the following pairs of years and historical events is correctly matched?,1878 : Second Anglo-Afghan War,1885 : Ilbert Bill Controversy,1785 : Fox's India Bill,1898 : Lord Curzon becomes the Viceroy,A,"**Correct Answer: Option (A) - 1878 : Second Anglo-Afghan War**

**Context & Concept (Modern History - Indian National Movement):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-103,2022,GAI,Science & Tech,General Science & Emerging Technologies,Science & Tech | General Science | Applied Science | Physics | Chemistry | Biology,easy,Which of the following sets of Indian States are landlocked and do not have an international boundary?,"Andhra Pradesh, Chhattisgarh, Haryana, Jharkhand and Madhya Pradesh","Chhattisgarh, Haryana, Jharkhand, Madhya Pradesh and Telangana","Chhattisgarh, Haryana, Himachal Pradesh, Madhya Pradesh and Telangana","Andhra Pradesh, Chhattisgarh, Haryana, Himachal Pradesh and Madhya Pradesh",B,"**Correct Answer: Option (B) - Chhattisgarh, Haryana, Jharkhand, Madhya Pradesh and Telangana**

**Context & Concept (Science & Tech - General Science & Emerging Technologies):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-104,2022,GAI,General Mental Ability,Logical & Analytical Reasoning,Mental Ability | Logical Reasoning | Analytical Ability,hard,Arrange the following passes from West to East direction : 1. Bara Lacha La 2. Shipki La 3. Jelep La 4. Bomdi La Select the correct answer using the code given below.,1 - 2 - 3 - 4,1 - 3 - 2 - 4,2 - 3 - 4 - 1,2 - 4 - 3 - 1,A,"**Correct Answer: Option (A) - 1 - 2 - 3 - 4**

**Context & Concept (General Mental Ability - Logical & Analytical Reasoning):**
Option (A) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-105,2022,GAI,Quantitative Aptitude,Basic Numeracy & Quantitative Aptitude,Aptitude | Mathematics | Quantitative Reasoning | Problem Solving,hard,Which of the following statements is/are correct? 1. The jet streams are high altitude easterly winds. 2. El Niño is a warm ocean current. 3. El Niño appears along the Peru coast. Select the correct answer using the code given below.,1 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"**Correct Answer: Option (B) - 2 and 3 only**

**Context & Concept (Quantitative Aptitude - Basic Numeracy & Quantitative Aptitude):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-106,2022,GAI,General Studies & Mental Ability,General Studies & Mental Ability,General Ability | UPSC CAPF | Prelims,hard,Match List-I with List-II and select the correct answer using the code given below the Lists: List-I List-II ( Type of plain) (Characteristic feature) A. Bhabar 1. Marsh B. Bhangar 2. Silt C Khadar 3. Gravels D. Delta 4. Kankar,"(A - 3), (B - 2), (C - 4), (D - 1)","(A - 3), (B - 4), (C - 2), (D - 1)","(A - 1), (B - 4), (C - 2), (D - 3)","(A - 1), (B - 2), (C - 4), (D - 3)",B,"**Correct Answer: Option (B) - (A - 3), (B - 4), (C - 2), (D - 1)**

**Context & Concept (General Studies & Mental Ability - General Studies & Mental Ability):**
Option (B) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
CAPF-2022-GAI-107,2022,GAI,Modern History,Indian National Movement,Modern History | Freedom Struggle | British Colonial Rule,easy,A non-banking financial company cannot,give loans,make investments,borrow from bank,seek demand deposits from public and cannot issue cheques,D,"**Correct Answer: Option (D) - seek demand deposits from public and cannot issue cheques**

**Context & Concept (Modern History - Indian National Movement):**
Option (D) accurately represents the correct factual and conceptual solution for this question based on official UPSC answer keys and standard reference sources."
